Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,31.980000,32.650002,31.100000,32.470001,10.860696,796080
2002-07-08,32.799999,32.959999,31.000000,32.299999,10.803829,246655
2002-07-15,32.669998,32.799999,28.799999,29.190001,9.763588,145660
2002-07-22,28.000000,28.799999,24.799999,25.170000,10.939608,894740
2002-07-29,25.590000,26.590000,25.000000,25.480000,11.074341,282030
2002-08-05,25.799999,25.799999,24.000000,24.559999,10.674485,220445
2002-08-12,24.240000,25.000000,24.200001,24.920000,10.830950,45775
2002-08-19,25.000000,25.000000,24.000000,24.700001,10.735332,83755
2002-08-26,24.980000,25.000000,24.200001,24.260000,10.544096,78445
2002-09-02,24.750000,24.760000,23.680000,23.809999,10.348513,114760
2002-09-09,23.700001,23.700001,22.870001,22.969999,9.983422,146125
2002-09-16,22.799999,22.889999,21.000000,21.700001,9.431448,263240
2002-09-23,22.000000,22.200001,20.799999,22.150000,9.627029,107025
2002-09-30,22.000000,22.000000,20.799999,21.570000,9.374945,58335
2002-10-07,21.600000,22.020000,21.219999,21.650000,9.409715,40375
2002-10-14,21.900000,21.900000,21.030001,21.160000,9.196747,50965
2002-10-21,21.240000,21.799999,20.900000,20.959999,9.109819,52100
2002-10-28,20.799999,21.190001,19.820000,20.180000,8.770810,174405
2002-11-04,20.809999,20.809999,20.000000,20.150000,8.757771,57400
2002-11-11,20.200001,20.600000,19.900000,20.100000,8.736039,58290
2002-11-18,20.230000,20.840000,20.000000,20.040001,8.709962,82970
2002-11-25,20.120001,20.240000,19.500000,20.020000,8.701270,201995
2002-12-02,20.200001,20.500000,20.000000,20.120001,8.744732,269605
2002-12-09,20.250000,20.250000,19.920000,20.070000,8.723001,107165
2002-12-16,19.920000,20.200001,18.379999,19.370001,8.418761,274290
2002-12-23,19.200001,19.400000,19.200001,19.299999,8.388337,94715
2002-12-30,19.400000,19.400000,18.600000,19.020000,8.266642,236885
2003-01-06,19.100000,19.940001,18.799999,19.520000,8.483956,184490
2003-01-13,19.600000,19.850000,18.950001,19.020000,8.266642,158230
2003-01-20,19.020000,19.280001,18.500000,18.600000,8.084096,137020
2003-01-27,19.000000,19.000000,17.600000,17.690001,7.688583,271395
